,Bank Name,Job Title,URL (URL of the job posting),FinTech Score,Non-Fintech Score,Admin_Clerical_HR - Sheet1,Audit and Finance,Business Intelligence and Analysis,Data Analytics and Machine Learning,"Marketing , Sales and management",Network and Cyber Security,Softwrae Development,_Investment and risk management__ - Sheet1
0,"BNY Mellon	""Do you thrive on working on the cutting edge?åÊåÊ Working with innovators in the early stages of ideas",or platforms?åÊ Do you want to transform an industry?åÊ Crave new challenges and solving hard customer problems using the latest in software technology?,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,At Eagle Investment Services,motivated,fun people to help us with this industry changing transformation.åÊ Already an industry leader in Financial Technology,0,0,0,0,0,0,0,0,0,0
0,As a developer at Eagle,best of breed solutions to delight our customers.åÊ Make a major impact on the FinTech industry.,,0,1,0,0,1,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,Why work at Eagle?,,,0,0,0,0,0,0,0,0,0,0
0,Eagle Investments is a startup in a big company body.åÊ We have a startup mentality with big company backing.åÊ Lunches and beverage brought in weekly,talented people.åÊ We are at the beginning stages of building enterprise class SAAS applications and we need motivated individuals to help us deliver on our goals.åÊ This means you‰Ûªll be building software from the ground up and have ample opportunity to grow your career.,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,Some other perks:,,,0,0,0,0,0,0,0,0,0,0
0,1. Gym and cafeteria onsite2. Relaxed attitude3. Supportive co-workers4. Easy to get to (In Wellesley just of 95)5. Renovated facilities6. Passionate teamWhat we‰Ûªre looking for1. Positive attitude2. Great codera. Javascript and Java programming language experienceb. Experience with front end web technologies,CSS,HTML,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,Specialist Developer->> Provides application software development services or technical support in more complex situations. May also be responsible for requirements gathering and BRD/SRD preparation. Has thorough knowledge of the Software Development Life Cycle. Conducts reviews of the test Plan and test Data. May allocate/ coordinate work within a team/project. Analyzes,workflow,logical processes,0,1,0,0,1,0,0,0,0,0
0,"BNY Mellon	""",,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,This individual will work closely with the teams developing financial applications for reporting,analytics,search and decision science.,0,0,0,0,0,0,0,0,0,0
0,Collaborate with Product Managers and the SME‰Ûªs of Big Data and analytic teams to drive design,,,0,0,0,0,0,0,0,0,0,0
0,Designs technical infrastructure for applications and assists in defining application tools. Develops the applications architecture and blueprints which reflect business logic of the section or division.,,,0,0,0,0,0,0,0,0,0,0
0,Conducts requirement reviews and makes recommendations regarding the development and implementation of DW/BI applications. Stays abreast of the latest technology infrastructure and processes in the industry; knowledge of financial data warehouse applications,moderately complex system problems affecting multiple applications or across multiple platforms using the appropriate debugging tools and techniques such as probes,traces,0,0,0,0,0,0,0,0,0,0
0,Contribute to the achievement of multiple objectives by balancing tactical roadmap goals versus strategic objectives.,,,0,0,0,0,0,0,0,0,0,0
0,Defines application components,interfaces,and development tools.,0,0,0,0,0,0,0,0,0,0
0,Participates in the evaluation and implementation of vendor application software and tools.,,,0,0,0,0,0,0,0,0,0,0
0,Provides technical guidance to cross-functional,,,0,0,0,0,0,0,0,0,0,0
0,Consults on integration and conversion activities,as needed.Participates in mapping the technology-independent applications architecture to the chosen technology platform.,,0,0,0,0,0,0,0,0,0,0
0,Conducts reviews and analyses organizational needs to make recommendations regarding the development and implementation of applications.,,,0,0,0,0,0,0,0,0,0,0
0,Stays abreast of the latest technology infrastructure and processes in the industry and marketplace.,,,0,0,0,0,0,0,0,0,0,0
0,Makes recommendations to use innovative,,,0,0,0,0,0,0,0,0,0,0
0,Helps resolve high-impact,animators,traces,0,1,0,0,1,0,0,0,0,0
0,Contributes to the achievement of multiple teams' objectives.,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Qualifications ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Bachelor s degree in computer science or a related discipline,advanced degree preferred,,0,0,0,0,0,0,0,0,0,0
0,10+ years of hand-on experience in systems/data architecture,experience in the securities or financial services industry is a plus,,0,1,0,0,1,0,0,0,0,0
0,Experience in architecture,,,0,1,0,0,1,0,0,0,0,0
0,Experience in MPP systems - is desired,,,0,0,0,0,0,0,0,0,0,0
0,Understanding of DW Architectures,Slowly Changing Dimensions,Schemas,0,0,0,0,0,0,0,0,0,0
0,Strong hands-on data skills,SQL,ETL and data model ‰ÛÒ is desired,0,0,0,0,0,0,0,0,0,0
0,Teradata,,,0,0,0,0,0,0,0,0,0,0
0,Hadoop ecosystem experienceåÊincluding hdfs,hive,spark,0,0,0,0,0,0,0,0,0,0
0,Understanding of distributed and parallel computing ‰ÛÒ is desired,,,0,0,0,0,0,0,0,0,0,0
0,Strong written and oral communication skills with the ability to present to all levels and ability to present technical details to business and product groups.,,,0,0,0,0,0,0,0,0,0,0
0,Relationship management experience - is desired,,,0,0,0,0,0,0,0,0,0,0
0,MS Office: Word,Powerpoint experience - is desired,,0,0,0,0,0,0,0,0,0,0
0,Ability to work with virtual teams - is desired,,,0,0,0,0,0,0,0,0,0,0
0,Experienced with Cloud based application development with VM and docker is a plus.,,,0,0,0,0,0,0,0,0,0,0
0,Strong Java,åÊXML/JSON/RESTåÊ‰ÛÒ is desired,,0,0,0,0,0,0,0,0,0,0
0,Strong Linux or UNIX - Shell,,,0,0,0,0,0,0,0,0,0,0
0,Familiar with software life cycle management ‰ÛÒ is desired,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,For over 230 years,expanding the financial markets while supporting investors throughout the investment lifecycle. BNY Mellon can act as a single point of contact for clients looking to create,trade,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,We operate behind the scenes to power transformational change for broker-dealers,independent financial advisers,hedge fund and '40 Act fund managers and individual investors. ,0,1,0,0,0,0,1,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,We strive to be innovators,,,1,1,0,0,1,0,0,0,1,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,From our core business as an industry-leading trade execution,we have evolved into a global multifaceted firm that provides investment solutions,forward-thinking technology-driven efficiencies,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""",,,0,0,0,0,0,0,0,0,0,0
0,Specialist Developer ‰ÛÒ Smart Tech,ICR,Smartform and Workflow Automation,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,The Performance Excellence & Continuous Process Improvement Department within our CSD (Client Service Delivery) group is an exciting team of business reengineering professionals sitting alongside a team of core technologists dedicated to a commitment of excellence to our clients. Our team is growing,re-useable,scalable,0,1,0,0,1,0,0,0,0,0
0,The successful candidate to this position will first and foremost be a creative thinker,and have an entrepreneurial mindset focused on automation projects that will aim to mimic human interaction on a document or system and can capture,interpret and process transactions across multiple digital systems making processes run better,0,1,0,0,1,0,0,0,0,0
0,-eliminating non-value-added work and risky UDT‰Ûªs (user-defined technology solutions).,,,0,0,0,0,0,0,0,0,0,0
0,#NAME?,,,0,0,0,0,0,0,0,0,0,0
0,-eliminating swivel-chair integration between 2 systems (e.g.,,,0,1,0,0,1,0,0,0,0,0
0,#NAME?,computer-based tasks.,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,Experience in Architecting a solution using multiple technologies is needed.,,,0,0,0,0,0,0,0,0,0,0
0,S/He will work within the team and with other internal business groups. ,,,0,0,0,0,0,0,0,0,0,0
0,S/he will be able to represent the technology at the most basic level,,,0,0,0,0,0,0,0,0,0,0
0,S/He will provide transparency in all things and open and honest feedback to managers and teammates alike. ,,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,In this role you'll be a critical member of a fast-paced cross-functional startup team and must thrive in a high energy,multitasking environment. We are seeking an engineer with advanced experience in computer vision,embedded systems,0,0,0,0,0,0,0,0,0,0
0,#NAME?,and test computer vision algorithms for applications. -Perform software design,coding,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,Consults with internal business groups to provide appropriate application software development services or technical support. Analyzes,workflow,logical processes,0,1,0,0,1,0,0,0,0,0
0,åÊ Qualifications Bachelor's degree in computer science engineering or a related discipline,åÊ6-8 years of experience in software development required.,,0,0,0,0,0,0,0,0,0,0
0,Requires knowledge of computer science fundamentals,and the software development life cycle,as we develop solid repeatable solutions. ,0,0,0,0,0,0,0,0,0,0
0,Looking for experience with OCR ‰ÛÒ Optical Character Recognition,Machine learning,Workflow development and/or Smart forms.,0,0,0,0,0,0,0,0,0,0
0,Training will be provided,a core foundation in automating processes,regardless of the technique or solutions leveraged in the past,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,åÊ For over 230 years,expanding the financial markets while supporting investors throughout the investment lifecycle. BNY Mellon can act as a single point of contact for clients looking to create,trade,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	"" åÊ ",,,0,0,0,0,0,0,0,0,0,0
0,This position is to support the Alternative Investment Services team,Private Equity Funds) would be a plus. ,,0,0,0,0,0,0,0,0,0,0
0,åÊ ,,,0,0,0,0,0,0,0,0,0,0
0,åÊ ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Conducts complex analyses and reporting in support of general business operations,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Often assigned as a project lead on business unit initiatives and will enlist support from more junior staff or peers.  ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Defines and develops new approaches to required analytics.  ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Determines where measurement gaps exist and devises new metrics or reports to fill those gaps.  ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Reviews operational data/metrics,then compiles into reports or presentations.  ,,0,1,0,0,1,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Navigates across the business to effectively complete tasks.  ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Develops consultative partnerships with internal teams and leaders to understand their strategic objectives,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Communicates with internal teams and leaders to stay abreast of organization and function operations and is familiar with company practices relevant to metrics,reporting protocols,etc.  ,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Leads special projects/initiatives for the function or business unit.  ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Serves as a resource to more junior staff on complex or unprecedented issues.  ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Collaborates with and supports leaders and their teams to ensure analytical and reporting needs are aligned,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,No direct reports.  ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Provides guidance to less experienced staff.  ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Leads projects including assigning work and monitoring quality and completion.  ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Contributes to the achievement of function or business unit objectives.  ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Work product supports data-driven decision-making by team,,,0,0,0,0,0,0,0,0,0,0
0,åÊ  Qualifications åÊ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Bachelors degree or the equivalent combination of education and experience is required.  ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0," 7-10 years of total work experience preferred.  BNY Mellon is an Equal Employment Opportunity Employer.  Primary Location: Ireland-Dublin-Dublin Job: Asset Servicing Internal Jobcode: 70157 Organization: Program Management-HR07464 Requisition Number: 1812055""	""Senior Specialist",,,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""Fund/Client Accounting - M3",,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Directs multiple Fund Accounting teams that are responsible for conducting accounting services on behalf of a broad array of assigned clients including determining net asset values,allocating expenses,and preparing reports.  Responsible for the financial and human resources for the unit and ensures assigned teams are operating effectively to meet unit goals and objectives.,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Directs processes and allocation of resources in determining the net asset value (NAV) for assigned funds in multiple sectors for each measurement cycle.,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Manages relationships with a broad set of clients and resolves any unique escalated issues related to fund calculations and accounting.,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Directs and sets priorities for processes that check for the completeness and accuracy of disclosure in financial statements.  Provides guidance to teams managed to ensure that accounting records are maintained in accordance with departmental policies and procedures. Resolves complex escalated issues from team members.,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Evaluates GAAP and/or IFRS rules to determine impact of new regulations on BNY Mellon fund accounting practices.  Develops strategy for and provides guidance to teams on the implementation of new policies to follow regulations.,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Implements and assists in setting guidelines,and priorities for the drafting of financial reports for a broad set of clients to review fund performance.  Communicates reports and complex accounting intricacies to clients.,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Recruits,motivates and develops staff,maximizing their individual contribution,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Oversees relationships with auditors and clients to make changes to financial reports and ensure they accurately depict fund performance.,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Manages multiple Fund/Client Accounting teams.  Work is primarily accomplished through subordinate managers.,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,"Contributes to the achievement of multiple teams objectives. Qualifications Bachelors degree in accounting or the equivalent combination of education and experience is required. 5-7 years of total work experience and at least 1-3 years in management preferred. Big 4 accounting firm experience preferred. BNY Mellon is an Equal Employment Opportunity/Affirmative Action Employer.Minorities/Females/Individuals With Disabilities/Protected Veterans.  Primary Location: United States-Pennsylvania-King of Prussia Internal Jobcode: 70504 Job: Operations Organization: Glb Fund Accnt & Fund Admin-HR13984 Requisition Number: 1813554""	""Group Manager",,,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""Data Transfer",analyzes,reconciles,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,Provide Business & Systems Analysis,Requirements ‰ÛÒ Eliciting and writing,Project Management,0,0,0,0,0,0,0,0,0,0
0,åÊ ,,,0,0,0,0,0,0,0,0,0,0
0,Conversions:åÊ Work with client/processor to add them to our system.åÊ Or change platforms on our system.  ,,,0,0,0,0,0,0,0,0,0,0
0,åÊ ,,,0,0,0,0,0,0,0,0,0,0
0,Integrations:åÊ Client Development work to adapt or add products/services to their program.  ,,,0,0,0,0,0,0,0,0,0,0
0,åÊ ,,,0,0,0,0,0,0,0,0,0,0
0,Product Development:åÊ Work with Product to design new products or facilitate updates or upgrades to existing products.  ,,,0,0,0,0,0,0,0,0,0,0
0,åÊ ,,,0,0,0,0,0,0,0,0,0,0
0,Systems Integrations:åÊ Work with IT on corporate mandated changes,etc.  ,,0,1,0,0,1,0,0,0,0,0
0,åÊ ,,,0,0,0,0,0,0,0,0,0,0
0,Additionally support the LOB in the following areas:  ,,,0,0,0,0,0,0,0,0,0,0
0,Client Relations:åÊ Work with business to provide knowledge,,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊåÊåÊ Outline processes.  ,,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊåÊåÊ System Flows ,,,0,0,0,0,0,0,0,0,0,0
0,åÊ ,,,0,0,0,0,0,0,0,0,0,0
0,Client Services:åÊ Investigate reported discrepancies or issues with IT to determine root cause.   Qualifications  Bachelors degree or the equivalent combination of education and experience is required. Advanced/graduate degree preferred. 3-5 years of total work experience preferred. Experience in securities or financial services preferred. Experience with pulse data,For over 230 years,the people of BNY Mellon have been at the forefront of finance,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""The Information Risk Officer l is responsible for driving the implementation of controls related to information risk management. S/he will assist IRO II / SIRO with governance",contractors and service providers. S/he is focused to reduce the likelihood of reputational and regulatory impacts due to non-compliance to the company s information risk management s policies and standards,including local procedures specific to the his/her business/business partner areas. The Information Risk Officer I (IROI) reports to either the Information Risk Officer II (IROII) or the Senior Information Risk Officer (SIRO).åÊ Qualifications B.S. or B.A. or equivalent work experience required. 5 - 7 years related experience preferred. Fluency in English. Security certification is beneficial,0,1,0,1,0,0,0,0,0,0
0,"BNY Mellon	""The incumbent will be responsible for the administration of assigned accounts (15 to 20 estates;; up to $2",000 in value) under the direct supervision of the unit manager with some latitude for independent authority. The incumbent will consult with the regional unit manager on complex problems and will use independent judgment to solve routine problems. Qualifications The incumbent will have an undergraduate degree with 1-5 years estate/trust experience or equivalent experience. Must possess a working knowledge of fiduciary accounting,investments,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""",,,0,0,0,0,0,0,0,0,0,0
0,Hiring founding members to build a core team for an exciting quant engineering effort. Our group provides all trading-related services to a Boston-based asset management firm,multi-asset investment footprint. Get involved from the ground-up,as we design,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Responsibilities,,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢åÊåÊåÊåÊåÊåÊ Play a significant role in design,,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢åÊåÊåÊåÊåÊåÊ Trading research platform,,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢åÊåÊåÊåÊåÊåÊ Real-time decision support service,,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢åÊåÊåÊåÊåÊåÊ Reporting platform and service,,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢åÊåÊåÊåÊåÊåÊ Build a historical and real-time data management platform for a global,,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢åÊåÊåÊåÊåÊåÊ Design and implement infrastructure and tools in support of an automated deployment and operational framework,,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢åÊåÊåÊåÊåÊåÊ Deploy,,,0,1,0,0,1,0,0,0,0,0
0,‰Û¢åÊåÊåÊåÊåÊåÊ Embrace and promote API-driven solutions,,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢åÊåÊåÊåÊåÊåÊ Deploy quant libraries in research and production environments,,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢åÊåÊåÊåÊåÊåÊ Continuously explore performance (speed,scale) improvements to the research and production environments,,0,0,0,0,0,0,0,0,0,0
0,Qualifications,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢åÊåÊåÊåÊåÊåÊ Degree in computer science,,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢åÊåÊåÊåÊåÊåÊ Significant experience in design,cloud-based compute environments,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢åÊåÊåÊåÊåÊåÊ Passion for high performance,,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢åÊåÊåÊåÊåÊåÊ Experience with real-time systems,,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢åÊåÊåÊåÊåÊåÊ Knowledge of time series database technologies,,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢åÊåÊåÊåÊåÊåÊ Experience in PostgreSQL,,,0,1,0,0,1,0,0,0,0,0
0,‰Û¢åÊåÊåÊåÊåÊåÊ Understanding of ML and optimization technologies,,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢åÊåÊåÊåÊåÊåÊ Understanding of financial engineering and mathematical finance concepts a plus,,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢åÊåÊåÊåÊåÊåÊ Excellent communication and documentation practices,,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢åÊåÊåÊåÊåÊåÊ Efficient coding skills,,,0,0,0,0,0,0,0,0,0,0
0,For over 230 years,expanding the financial markets while supporting investors throughout the investment lifecycle. BNY Mellon can act as a single point of contact for clients looking to create,trade,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,With our extensive experience in anticipating and responding to the investment and financial needs of the world's governments,corporations,foundations,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""Business Technology Liaison - IC3 Analyzes",implementation of cross-functional applications or systems. May allocate/coordinate work within a team/project. Elicits,challenges,1,0,0,0,0,0,0,0,1,0
0,"BNY Mellon	""Sr. Specialist Developer->> Consults with internal business groups to provide appropriate application software development services or technical support. Analyzes",workflow,logical processes,0,1,0,0,1,0,0,0,0,0
0,"BNY Mellon	""The Bank of New York Mellon seeks Specialist",PA,to assist,0,0,0,0,0,0,0,0,0,0
0,in daily contract negotiations within financial services sector.åÊ Qualifications Requirements: Bachelor‰Ûªs degree or foreign,,,0,0,0,0,0,0,0,0,0,0
0,equivalent in Industrial and Systems Engineering,or,,0,0,0,0,0,0,0,0,0,0
0,related field and four (4) years of experience in the job offered or a related,,,0,0,0,0,0,0,0,0,0,0
0,occupation: creating strategic sourcing and optimizing strategies on behalf of,,,0,0,0,0,0,0,0,0,0,0
0,clients; performing client issue resolution and relationship management,,,0,0,0,0,0,0,0,0,0,0
0,utilizing enterprise wide platforms; working with data in Excel using pivot,,,0,0,0,0,0,0,0,0,0,0
0,tables,advanced charting,and Macro design for data aggregation,0,0,0,0,0,0,0,0,0,0
0,and data analysis to analyze,and present data; making strategic,,0,0,0,0,0,0,0,0,0,0
0,client recommendations based on client objectives,and data,,0,0,0,0,0,0,0,0,0,0
0,analyses; and utilizing Excel math functions to perform trend analysis and,,,0,0,0,0,0,0,0,0,0,0
0,what-if analysis. Qualified applicants please apply online at www.bnymellon.com/careers,,,0,0,0,0,0,0,0,0,0,0
0,and utilize reference code #1812560.åÊ Please,,,0,0,0,0,0,0,0,0,0,0
0,indicate ‰ÛÏreferral source ‰ÛÒ advertisement ‰ÛÒ WEB.‰Û For over 230 years,expanding the financial markets while supporting investors throughout the investment lifecycle. BNY Mellon can act as a single point of contact for clients looking to create,trade,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Global Procurement is responsible for establishing the programs to acquire products and services for BNY Mellon by employing deep category knowledge and commodity expertise,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,"The Corporate Treasury group is responsible for managing the investment portfolios and the liquidity and capital positions of the various subsidiary banks and of  BNY Mellon.BNY Mellon is an Equal Employment Opportunity/Affirmative Action Employer.Minorities/Females/Individuals With Disabilities/Protected Veterans.  Primary Location: United States-Pennsylvania-Pittsburgh Internal Jobcode: 85244 Job: Finance/Accounting Organization: BNY Mellon CAO-HR16507 Requisition Number: 1812560""	""Specialist",,,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""Data Management and Quantitative Analysis - S5 Oversees the workflow of a Data Management and Quantitative Analysis support team. Reviews complex cases escalated by more junior staff and monitors reports on the Banks or market data sources. Provides technical assistance on complex matters. Performs day-to-day work when necessary. Oversees workflow of a team of Data Management and Quantitative Analysis support staff in identifying data violations",or occurrences exceeding the tolerance threshold. Monitors work in process to maximize productivity and quality to meet deadlines and daily goals. Resolves issues that have been escalated by more junior staff. Serves as first line supervisor for assignment of tasks. Performs day to day work,as needed. Manages data on the Banks systems and ensures information is accurate. Ensures document maintenance and summarization processes and procedures are implemented appropriately Recommends software enhancements and upgrades to improve efficiency. Responsible for coaching more junior team members on daily activities around preparing charts,0,0,0,0,0,0,0,0,0,0
0,Bachelors degree or the equivalent combination of education and experience. 5-7 years of total work experience preferred. Experience in the financial industry preferred.,,,0,0,0,0,0,0,0,0,0,0
0,For over 230 years,expanding the financial markets while supporting investors throughout the investment lifecycle. BNY Mellon can act as a single point of contact for clients looking to create,trade,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""Team Description",,,0,0,0,0,0,0,0,0,0,0
0,Global Risk Solutions (GRS) provides innovative and integrated solutions as a leading global provider of performance measurement,Corporate,Insurance,0,1,0,1,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,The team has responsibility for timely and accurate reporting for a range of BNY Mellon Asset Servicing accounting and outsourcing affiliates. We report on a daily,monthly,quarterly,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Job Purpose:,,,0,0,0,0,0,0,0,0,0,0
0,Provide high quality Investment Performance Or Investment Compliance Monitoring and Risk Measurement services to external and internal clients,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Responsibilities:,,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊ Lead the service delivery (Performance or Compliance and Risk) on one or more large,,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊ Recognised Subject Matter Expert (SME) in the department with proven track record of knowledge sharing,,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊ Key role in high quality performance reporting for top tier clients.åÊ ,,,0,0,0,0,0,0,0,0,0,0
